mach,altitude_m,altitude_ft,adp_bpr,adp_thrust_kN,adp_core_kN,adp_bypass_kN,adp_isp_s,adp_fuel_kgs,adp_m_core,adp_m_bypass,fix_bpr,fix_thrust_kN,fix_core_kN,fix_bypass_kN,fix_isp_s,fix_fuel_kgs,delta_thrust_kN,delta_isp_s,delta_fuel_kgs,delta_bpr
0.0,0.0,0.0,0.15,28.6253,26.7261,1.8992,3355.67,0.86957,43.4783,6.5217,0.3,27.0025,23.6423,3.3601,3578.31,0.76923,1.6229,-222.64,0.10033,-0.15
0.075,0.0,0.0,0.15,28.6301,26.7299,1.9003,3356.23,0.86957,43.4783,6.5217,0.3,27.0077,23.6457,3.362,3579.0,0.76923,1.6225,-222.76,0.10033,-0.15
0.15,0.0,0.0,0.15,28.6446,26.7411,1.9035,3357.93,0.86957,43.4783,6.5217,0.3,27.0233,23.6556,3.3677,3581.07,0.76923,1.6213,-223.14,0.10033,-0.15
0.225,0.0,0.0,0.15,28.6686,26.7598,1.9088,3360.75,0.86957,43.4783,6.5217,0.3,27.0492,23.6722,3.3771,3584.51,0.76923,1.6194,-223.76,0.10033,-0.15
0.3,0.0,0.0,0.15,28.7022,26.786,1.9162,3364.69,0.86957,43.4783,6.5217,0.3,27.0856,23.6953,3.3902,3589.32,0.76923,1.6167,-224.63,0.10033,-0.15
0.375,0.0,0.0,0.15,28.7454,26.8197,1.9257,3369.74,0.86957,43.4783,6.5217,0.3,27.1321,23.7251,3.407,3595.49,0.76923,1.6133,-225.75,0.10033,-0.15
0.45,0.0,0.0,0.245,27.7339,24.8111,2.9228,3519.74,0.80321,40.1606,9.8394,0.3,27.1889,23.7614,3.4275,3603.01,0.76923,0.545,-83.27,0.03398,-0.055
0.525,0.0,0.0,0.3875,26.4801,22.3031,4.177,3745.27,0.72072,36.036,13.964,0.3,27.2557,23.8042,3.4515,3611.87,0.76923,-0.7756,133.4,-0.04851,0.0875
0.6,0.0,0.0,0.53,25.49,20.2677,5.2223,3975.51,0.65359,32.6797,17.3203,0.3,27.3326,23.8536,3.479,3622.05,0.76923,-1.8426,353.45,-0.11564,0.23
0.675,0.0,0.0,0.6725,24.6999,18.5843,6.1156,4211.07,0.59791,29.8954,20.1046,0.3,27.4193,23.9094,3.5099,3633.54,0.76923,-2.7194,577.53,-0.17132,0.3725
0.75,0.0,0.0,0.815,24.0659,17.1697,6.8962,4452.56,0.55096,27.5482,22.4518,0.3,27.5157,23.9716,3.5441,3646.32,0.76923,-3.4498,806.24,-0.21827,0.515
0.825,0.0,0.0,0.9575,23.5568,15.9654,7.5915,4700.56,0.51086,25.5428,24.4572,0.3,27.6217,24.0402,3.5815,3660.36,0.76923,-4.0648,1040.2,-0.25838,0.6575
0.9,0.0,0.0,1.1,23.1499,14.9284,8.2215,4955.63,0.47619,23.8095,26.1905,0.3,27.7371,24.115,3.6221,3675.66,0.76923,-4.5872,1279.97,-0.29304,0.8
0.975,0.0,0.0,1.0375,23.5264,15.438,8.0884,4886.35,0.4908,24.5399,25.4601,0.3,27.8618,24.1962,3.6656,3692.19,0.76923,-4.3354,1194.17,-0.27843,0.7375
1.05,0.0,0.0,0.975,23.9252,15.984,7.9411,4816.74,0.50633,25.3165,24.6835,0.3,27.9956,24.2835,3.7121,3709.92,0.76923,-4.0704,1106.83,-0.2629,0.675
1.125,0.0,0.0,0.9125,24.3468,16.5699,7.7769,4746.51,0.52288,26.1438,23.8562,0.3,28.1383,24.3769,3.7614,3728.83,0.76923,-3.7915,1017.68,-0.24635,0.6125
1.2,0.0,0.0,0.85,24.7921,17.1996,7.5924,4675.36,0.54054,27.027,22.973,0.3,28.2898,24.4764,3.8134,3748.9,0.76923,-3.4977,926.46,-0.22869,0.55
1.275,0.0,0.0,0.7875,25.262,17.8777,7.3843,4603.04,0.55944,27.972,22.028,0.3,28.4498,24.5818,3.868,3770.1,0.76923,-3.1878,832.93,-0.20979,0.4875
1.35,0.0,0.0,0.725,25.7578,18.6093,7.1485,4529.28,0.57971,28.9855,21.0145,0.3,28.6182,24.6932,3.925,3792.42,0.76923,-2.8604,736.86,-0.18952,0.425
1.425,0.0,0.0,0.6625,26.2809,19.4006,6.8804,4453.83,0.6015,30.0752,19.9248,0.3,28.7948,24.8103,3.9844,3815.82,0.76923,-2.5138,638.01,-0.16773,0.3625
1.5,0.0,0.0,0.6,26.8332,20.2583,6.5749,4376.46,0.625,31.25,18.75,0.3,28.9794,24.9332,4.0461,3840.28,0.76923,-2.1462,536.18,-0.14423,0.3
1.575,0.0,0.0,0.5375,27.4167,21.1905,6.2262,4296.96,0.65041,32.5203,17.4797,0.3,29.1718,25.0618,4.11,3865.78,0.76923,-1.7551,431.18,-0.11882,0.2375
1.65,0.0,0.0,0.475,28.0339,22.2066,5.8274,4215.09,0.67797,33.8983,16.1017,0.3,29.3718,25.1959,4.1759,3892.29,0.76923,-1.3379,322.8,-0.09126,0.175
1.725,0.0,0.0,0.4125,28.6881,23.3177,5.3704,4130.68,0.70796,35.3982,14.6018,0.3,29.5793,25.3355,4.2438,3919.79,0.76923,-0.8912,210.89,-0.06127,0.1125
1.8,0.0,0.0,0.35,29.3829,24.5368,4.8461,4043.51,0.74074,37.037,12.963,0.3,29.7941,25.4805,4.3135,3948.24,0.76923,-0.4112,95.27,-0.02849,0.05
0.0,631.6,2072.0,0.1551,28.502,26.5608,1.9411,3356.03,0.86573,43.2863,6.7137,0.3,26.9364,23.6003,3.3361,3569.56,0.76923,1.5655,-213.53,0.0965,-0.1449
0.075,631.6,2072.0,0.1551,28.5067,26.5645,1.9422,3356.59,0.86573,43.2863,6.7137,0.3,26.9416,23.6036,3.338,3570.24,0.76923,1.5652,-213.65,0.0965,-0.1449
0.15,631.6,2072.0,0.1551,28.5211,26.5756,1.9455,3358.27,0.86573,43.2863,6.7137,0.3,26.957,23.6134,3.3436,3572.28,0.76923,1.564,-214.01,0.0965,-0.1449
0.225,631.6,2072.0,0.1551,28.5449,26.594,1.9509,3361.08,0.86573,43.2863,6.7137,0.3,26.9827,23.6298,3.3529,3575.69,0.76923,1.5622,-214.61,0.0965,-0.1449
0.3,631.6,2072.0,0.1551,28.5782,26.6197,1.9585,3365.01,0.86573,43.2863,6.7137,0.3,27.0186,23.6526,3.366,3580.45,0.76923,1.5596,-215.44,0.0965,-0.1449
0.375,631.6,2072.0,0.1551,28.621,26.6528,1.9682,3370.04,0.86573,43.2863,6.7137,0.3,27.0647,23.682,3.3827,3586.56,0.76923,1.5563,-216.51,0.0965,-0.1449
0.45,631.6,2072.0,0.2501,27.6148,24.6646,2.9502,3518.99,0.79994,39.9968,10.0032,0.3,27.1209,23.7179,3.403,3594.0,0.76923,0.494,-75.01,0.03071,-0.0499
0.525,631.6,2072.0,0.3926,26.3666,22.1803,4.1864,3742.93,0.71808,35.9041,14.0959,0.3,27.187,23.7602,3.4268,3602.76,0.76923,-0.8204,140.17,-0.05115,0.0926
0.6,631.6,2072.0,0.5351,25.38,20.1626,5.2174,3971.55,0.65142,32.5712,17.4288,0.3,27.263,23.8089,3.4541,3612.84,0.76923,-1.883,358.71,-0.11781,0.2351
0.675,631.6,2072.0,0.6776,24.592,18.4926,6.0993,4205.45,0.59609,29.8045,20.1955,0.3,27.3488,23.864,3.4848,3624.21,0.76923,-2.7568,581.25,-0.17314,0.3776
0.75,631.6,2072.0,0.8201,23.9591,17.0887,6.8704,4445.25,0.54942,27.471,22.529,0.3,27.4442,23.9255,3.5188,3636.85,0.76923,-3.4851,808.4,-0.21981,0.5201
0.825,631.6,2072.0,0.9626,23.4504,15.8928,7.5577,4691.52,0.50953,25.4764,24.5236,0.3,27.5491,23.9932,3.5559,3650.75,0.76923,-4.0987,1040.77,-0.2597,0.6626
0.9,631.6,2072.0,1.1051,23.0434,14.8626,8.1807,4944.81,0.47504,23.7518,26.2482,0.3,27.6633,24.0672,3.5962,3665.88,0.76923,-4.62,1278.92,-0.29419,0.8051
0.975,631.6,2072.0,1.0426,23.4183,15.3684,8.0499,4876.07,0.48957,24.4786,25.5214,0.3,27.7867,24.1473,3.6394,3682.24,0.76923,-4.3684,1193.83,-0.27966,0.7426
1.05,631.6,2072.0,0.9801,23.8153,15.9101,7.9052,4807.0,0.50502,25.2512,24.7488,0.3,27.9191,24.2335,3.6856,3699.78,0.76923,-4.1038,1107.22,-0.26421,0.6801
1.125,631.6,2072.0,0.9176,24.235,16.4912,7.7438,4737.31,0.52149,26.0743,23.9257,0.3,28.0603,24.3258,3.7345,3718.49,0.76923,-3.8253,1018.82,-0.24775,0.6176
1.2,631.6,2072.0,0.8551,24.6782,17.1157,7.5625,4666.73,0.53905,26.9527,23.0473,0.3,28.2102,24.4241,3.7861,3738.36,0.76923,-3.532,928.37,-0.23018,0.5551
1.275,631.6,2072.0,0.7926,25.146,17.788,7.358,4594.97,0.55785,27.8924,22.1076,0.3,28.3686,24.5282,3.8403,3759.34,0.76923,-3.2226,835.63,-0.21138,0.4926
1.35,631.6,2072.0,0.7301,25.6394,18.5132,7.1262,4521.79,0.578,28.9001,21.0999,0.3,28.5352,24.6383,3.897,3781.42,0.76923,-2.8958,740.37,-0.19123,0.4301
1.425,631.6,2072.0,0.6676,26.1601,19.2973,6.8627,4446.94,0.59966,29.9832,20.0168,0.3,28.71,24.754,3.9559,3804.58,0.76923,-2.5499,642.36,-0.16957,0.3676
1.5,631.6,2072.0,0.6051,26.7096,20.1471,6.5625,4370.19,0.62301,31.1507,18.8493,0.3,28.8926,24.8754,4.0172,3828.79,0.76923,-2.1831,541.4,-0.14622,0.3051
1.575,631.6,2072.0,0.5426,27.2901,21.0704,6.2197,4291.31,0.64826,32.4128,17.5872,0.3,29.0831,25.0025,4.0806,3854.02,0.76923,-1.7929,437.29,-0.12097,0.2426
1.65,631.6,2072.0,0.4801,27.9042,22.0766,5.8277,4210.1,0.67563,33.7815,16.2185,0.3,29.281,25.135,4.146,3880.26,0.76923,-1.3768,329.84,-0.0936,0.1801
1.725,631.6,2072.0,0.4176,28.5549,23.1764,5.3785,4126.35,0.70542,35.2709,14.7291,0.3,29.4864,25.273,4.2134,3907.47,0.76923,-0.9315,218.88,-0.06381,0.1176
1.8,631.6,2072.0,0.3551,29.2459,24.3828,4.8632,4039.88,0.73795,36.8976,13.1024,0.3,29.6989,25.4162,4.2827,3935.64,0.76923,-0.453,104.24,-0.03128,0.0551
0.0,1263.2,4144.0,0.1601,28.3798,26.3992,1.9806,3356.1,0.86199,43.0997,6.9003,0.3,26.8701,23.5582,3.3119,3560.77,0.76923,1.5097,-204.67,0.09276,-0.1399
0.075,1263.2,4144.0,0.1601,28.3845,26.4028,1.9817,3356.66,0.86199,43.0997,6.9003,0.3,26.8752,23.5615,3.3138,3561.45,0.76923,1.5093,-204.78,0.09276,-0.1399
0.15,1263.2,4144.0,0.1601,28.3987,26.4137,1.985,3358.34,0.86199,43.0997,6.9003,0.3,26.8905,23.5711,3.3193,3563.47,0.76923,1.5082,-205.13,0.09276,-0.1399
0.225,1263.2,4144.0,0.1601,28.4224,26.4318,1.9906,3361.14,0.86199,43.0997,6.9003,0.3,26.9159,23.5873,3.3286,3566.84,0.76923,1.5064,-205.7,0.09276,-0.1399
0.3,1263.2,4144.0,0.1601,28.4554,26.4571,1.9983,3365.05,0.86199,43.0997,6.9003,0.3,26.9515,23.6099,3.3416,3571.55,0.76923,1.504,-206.5,0.09276,-0.1399
0.375,1263.2,4144.0,0.1601,28.4978,26.4896,2.0083,3370.06,0.86199,43.0997,6.9003,0.3,26.997,23.6389,3.3582,3577.59,0.76923,1.5008,-207.53,0.09276,-0.1399
0.45,1263.2,4144.0,0.2551,27.4967,24.5212,2.9754,3517.95,0.79675,39.8375,10.1625,0.3,27.0526,23.6743,3.3783,3584.95,0.76923,0.4441,-67.0,0.02752,-0.0449
0.525,1263.2,4144.0,0.3976,26.2538,22.0599,4.1939,3740.29,0.71551,35.7756,14.2244,0.3,27.118,23.7161,3.402,3593.62,0.76923,-0.8643,146.67,-0.05372,0.0976
0.6,1263.2,4144.0,0.5401,25.2704,20.0594,5.211,3967.27,0.64931,32.4654,17.5346,0.3,27.1933,23.7642,3.4291,3603.59,0.76923,-1.9229,363.68,-0.11992,0.2401
0.675,1263.2,4144.0,0.6826,24.4842,18.4026,6.0817,4199.51,0.59432,29.7159,20.2841,0.3,27.2781,23.8186,3.4595,3614.84,0.76923,-2.7939,584.67,-0.17491,0.3826
0.75,1263.2,4144.0,0.8251,23.8523,17.009,6.8434,4437.6,0.54792,27.3958,22.6042,0.3,27.3725,23.8793,3.4932,3627.35,0.76923,-3.5202,810.26,-0.22132,0.5251
0.825,1263.2,4144.0,0.9676,23.344,15.8213,7.5227,4682.12,0.50823,25.4117,24.5883,0.3,27.4763,23.9461,3.5301,3641.1,0.76923,-4.1323,1041.02,-0.261,0.6676
0.9,1263.2,4144.0,1.1101,22.9367,14.7978,8.1388,4933.6,0.47391,23.6956,26.3044,0.3,27.5893,24.0192,3.5701,3656.07,0.76923,-4.6526,1277.53,-0.29532,0.8101
0.975,1263.2,4144.0,1.0476,23.31,15.2998,8.0102,4865.4,0.48838,24.4188,25.5812,0.3,27.7114,24.0983,3.613,3672.25,0.76923,-4.4013,1193.15,-0.28085,0.7476
1.05,1263.2,4144.0,0.9851,23.7053,15.8372,7.868,4796.88,0.50375,25.1876,24.8124,0.3,27.8423,24.1835,3.6589,3689.61,0.76923,-4.1371,1107.27,-0.26548,0.6851
1.125,1263.2,4144.0,0.9226,24.1231,16.4137,7.7094,4727.74,0.52013,26.0064,23.9936,0.3,27.9821,24.2746,3.7074,3708.12,0.76923,-3.8589,1019.62,-0.2491,0.6226
1.2,1263.2,4144.0,0.8601,24.5643,17.033,7.5313,4657.71,0.53761,26.8803,23.1197,0.3,28.1303,24.3717,3.7587,3727.77,0.76923,-3.566,929.94,-0.23163,0.5601
1.275,1263.2,4144.0,0.7976,25.0299,17.6997,7.3303,4586.53,0.5563,27.8149,22.1851,0.3,28.287,24.4746,3.8125,3748.54,0.76923,-3.2571,837.99,-0.21293,0.4976
1.35,1263.2,4144.0,0.7351,25.5211,18.4186,7.1024,4513.93,0.57634,28.8168,21.1832,0.3,28.4519,24.5832,3.8687,3770.39,0.76923,-2.9308,743.54,-0.1929,0.4351
1.425,1263.2,4144.0,0.6726,26.0392,19.1958,6.8435,4439.67,0.59787,29.8936,20.1064,0.3,28.6248,24.6976,3.9273,3793.3,0.76923,-2.5856,646.38,-0.17136,0.3726
1.5,1263.2,4144.0,0.6101,26.5861,20.0377,6.5483,4363.53,0.62108,31.054,18.946,0.3,28.8056,24.8175,3.9881,3817.25,0.76923,-2.2195,546.28,-0.14815,0.3101
1.575,1263.2,4144.0,0.5476,27.1638,20.9524,6.2114,4285.28,0.64616,32.3081,17.6919,0.3,28.994,24.943,4.051,3842.22,0.76923,-1.8302,443.06,-0.12307,0.2476
1.65,1263.2,4144.0,0.4851,27.7747,21.9488,5.826,4204.72,0.67336,33.6678,16.3322,0.3,29.1899,25.0739,4.116,3868.18,0.76923,-1.4151,336.54,-0.09588,0.1851
1.725,1263.2,4144.0,0.4226,28.4221,23.0376,5.3845,4121.64,0.70294,35.1469,14.8531,0.3,29.3931,25.2102,4.1829,3895.11,0.76923,-0.971,226.53,-0.06629,0.1226
1.8,1263.2,4144.0,0.3601,29.1094,24.2316,4.8779,4035.85,0.73524,36.762,13.238,0.3,29.6034,25.3518,4.2516,3922.98,0.76923,-0.494,112.87,-0.03399,0.0601
0.0,1894.7,6216.0,0.1652,28.2563,26.2366,2.0198,3356.2,0.85822,42.9111,7.0889,0.3,26.8036,23.5161,3.2875,3551.95,0.76923,1.4528,-195.75,0.08899,-0.1348
0.075,1894.7,6216.0,0.1652,28.261,26.2401,2.0209,3356.76,0.85822,42.9111,7.0889,0.3,26.8086,23.5192,3.2894,3552.62,0.76923,1.4524,-195.86,0.08899,-0.1348
0.15,1894.7,6216.0,0.1652,28.2751,26.2508,2.0243,3358.43,0.85822,42.9111,7.0889,0.3,26.8237,23.5288,3.2949,3554.62,0.76923,1.4514,-196.19,0.08899,-0.1348
0.225,1894.7,6216.0,0.1652,28.2986,26.2686,2.03,3361.21,0.85822,42.9111,7.0889,0.3,26.8489,23.5447,3.3041,3557.96,0.76923,1.4497,-196.74,0.08899,-0.1348
0.3,1894.7,6216.0,0.1652,28.3313,26.2935,2.0379,3365.1,0.85822,42.9111,7.0889,0.3,26.884,23.567,3.317,3562.61,0.76923,1.4473,-197.51,0.08899,-0.1348
0.375,1894.7,6216.0,0.1652,28.3734,26.3254,2.048,3370.1,0.85822,42.9111,7.0889,0.3,26.9291,23.5957,3.3334,3568.59,0.76923,1.4443,-198.49,0.08899,-0.1348
0.45,1894.7,6216.0,0.2602,27.3774,24.3769,3.0004,3516.92,0.79352,39.6762,10.3238,0.3,26.9841,23.6306,3.3534,3575.87,0.76923,0.3933,-58.96,0.02429,-0.0398
0.525,1894.7,6216.0,0.4027,26.1398,21.9387,4.2011,3737.64,0.71291,35.6455,14.3545,0.3,27.0488,23.6719,3.3769,3584.45,0.76923,-0.909,153.2,-0.05632,0.1027
0.6,1894.7,6216.0,0.5452,25.1597,19.9555,5.2043,3962.98,0.64717,32.3583,17.6417,0.3,27.1232,23.7194,3.4038,3594.31,0.76923,-1.9635,368.67,-0.12207,0.2452
0.675,1894.7,6216.0,0.6877,24.3755,18.3119,6.0636,4193.54,0.59252,29.6261,20.3739,0.3,27.2071,23.7731,3.434,3605.43,0.76923,-2.8316,588.11,-0.17671,0.3877
0.75,1894.7,6216.0,0.8302,23.7446,16.9287,6.8159,4429.91,0.54639,27.3194,22.6806,0.3,27.3005,23.833,3.4675,3617.8,0.76923,-3.5559,812.1,-0.22284,0.5302
0.825,1894.7,6216.0,0.9727,23.2366,15.7493,7.4872,4672.66,0.50692,25.346,24.654,0.3,27.4032,23.899,3.5041,3631.41,0.76923,-4.1666,1041.25,-0.26231,0.6727
0.9,1894.7,6216.0,1.1152,22.8291,14.7326,8.0965,4922.33,0.47277,23.6384,26.3616,0.3,27.5149,23.9711,3.5438,3646.22,0.76923,-4.6858,1276.11,-0.29646,0.8152
0.975,1894.7,6216.0,1.0527,23.2008,15.2307,7.9702,4854.67,0.48716,24.3582,25.6418,0.3,27.6357,24.0492,3.5865,3662.22,0.76923,-4.4349,1192.45,-0.28207,0.7527
1.05,1894.7,6216.0,0.9902,23.5943,15.7639,7.8304,4786.69,0.50246,25.1231,24.8769,0.3,27.7653,24.1333,3.6319,3679.39,0.76923,-4.1709,1107.3,-0.26677,0.6902
1.125,1894.7,6216.0,0.9277,24.0103,16.3357,7.6746,4718.11,0.51875,25.9376,24.0624,0.3,27.9035,24.2233,3.6802,3697.71,0.76923,-3.8932,1020.4,-0.25048,0.6277
1.2,1894.7,6216.0,0.8652,24.4495,16.9499,7.4996,4648.65,0.53614,26.8068,23.1932,0.3,28.0502,24.3192,3.731,3717.15,0.76923,-3.6007,931.5,-0.2331,0.5652
1.275,1894.7,6216.0,0.8027,24.9129,17.6108,7.3021,4578.04,0.55472,27.7362,22.2638,0.3,28.2052,24.4208,3.7844,3737.69,0.76923,-3.2922,840.35,-0.21451,0.5027
1.35,1894.7,6216.0,0.7402,25.4017,18.3235,7.0783,4506.03,0.57465,28.7323,21.2677,0.3,28.3683,24.5281,3.8402,3759.3,0.76923,-2.9665,746.72,-0.19458,0.4402
1.425,1894.7,6216.0,0.6777,25.9174,19.0936,6.8238,4432.37,0.59605,29.8027,20.1973,0.3,28.5393,24.641,3.8984,3781.97,0.76923,-2.622,650.4,-0.17318,0.3777
1.5,1894.7,6216.0,0.6152,26.4615,19.9277,6.5338,4356.85,0.61912,30.9559,19.0441,0.3,28.7182,24.7595,3.9587,3805.67,0.76923,-2.2566,551.18,-0.15011,0.3152
1.575,1894.7,6216.0,0.5527,27.0363,20.8337,6.2026,4279.23,0.64404,32.202,17.798,0.3,28.9046,24.8834,4.0212,3830.37,0.76923,-1.8683,448.86,-0.12519,0.2527
1.65,1894.7,6216.0,0.4902,27.6441,21.8202,5.8239,4199.32,0.67105,33.5525,16.4475,0.3,29.0984,25.0127,4.0857,3856.06,0.76923,-1.4542,343.26,-0.09818,0.1902
1.725,1894.7,6216.0,0.4277,28.2881,22.8981,5.39,4116.91,0.70043,35.0214,14.9786,0.3,29.2994,25.1473,4.1521,3882.7,0.76923,-1.0114,234.21,-0.0688,0.1277
1.8,1894.7,6216.0,0.3652,28.9717,24.0795,4.8922,4031.82,0.73249,36.6247,13.3753,0.3,29.5075,25.2872,4.2203,3910.27,0.76923,-0.5358,121.55,-0.03674,0.0652
0.0,2526.3,8288.0,0.1702,28.1341,26.0775,2.0565,3356.01,0.85455,42.7277,7.2723,0.3,26.7368,23.4738,3.263,3543.1,0.76923,1.3973,-187.09,0.08532,-0.1298
0.075,2526.3,8288.0,0.1702,28.1387,26.081,2.0577,3356.57,0.85455,42.7277,7.2723,0.3,26.7418,23.4769,3.2648,3543.76,0.76923,1.397,-187.19,0.08532,-0.1298
0.15,2526.3,8288.0,0.1702,28.1527,26.0915,2.0612,3358.23,0.85455,42.7277,7.2723,0.3,26.7567,23.4864,3.2703,3545.74,0.76923,1.396,-187.51,0.08532,-0.1298
0.225,2526.3,8288.0,0.1702,28.1759,26.109,2.0669,3361.01,0.85455,42.7277,7.2723,0.3,26.7816,23.5021,3.2794,3549.04,0.76923,1.3943,-188.03,0.08532,-0.1298
0.3,2526.3,8288.0,0.1702,28.2084,26.1335,2.075,3364.88,0.85455,42.7277,7.2723,0.3,26.8163,23.5241,3.2922,3553.64,0.76923,1.3921,-188.76,0.08532,-0.1298
0.375,2526.3,8288.0,0.1702,28.2501,26.1649,2.0852,3369.85,0.85455,42.7277,7.2723,0.3,26.8609,23.5524,3.3085,3559.55,0.76923,1.3892,-189.7,0.08532,-0.1298
0.45,2526.3,8288.0,0.2652,27.2589,24.2357,3.0232,3515.59,0.79039,39.5194,10.4806,0.3,26.9153,23.5869,3.3284,3566.75,0.76923,0.3436,-51.16,0.02116,-0.0348
0.525,2526.3,8288.0,0.4077,26.0264,21.8199,4.2065,3734.69,0.71038,35.5189,14.4811,0.3,26.9793,23.6276,3.3517,3575.24,0.76923,-0.9529,159.45,-0.05885,0.1077
0.6,2526.3,8288.0,0.5502,25.0494,19.8534,5.196,3958.37,0.64508,32.2539,17.7461,0.3,27.0529,23.6745,3.3784,3584.99,0.76923,-2.0035,373.38,-0.12415,0.2502
0.675,2526.3,8288.0,0.6927,24.267,18.2228,6.0442,4187.23,0.59077,29.5386,20.4614,0.3,27.1359,23.7275,3.4084,3595.99,0.76923,-2.8689,591.24,-0.17846,0.3927
0.75,2526.3,8288.0,0.8352,23.6369,16.8497,6.7872,4421.87,0.5449,27.245,22.755,0.3,27.2282,23.7866,3.4416,3608.23,0.76923,-3.5913,813.64,-0.22433,0.5352
0.825,2526.3,8288.0,0.9777,23.1291,15.6785,7.4506,4662.84,0.50564,25.2819,24.7181,0.3,27.3297,23.8518,3.478,3621.68,0.76923,-4.2006,1041.16,-0.26359,0.6777
0.9,2526.3,8288.0,1.1202,22.7213,14.6683,8.053,4910.68,0.47165,23.5827,26.4173,0.3,27.4403,23.9229,3.5174,3636.33,0.76923,-4.719,1274.35,-0.29758,0.8202
0.975,2526.3,8288.0,1.0577,23.0915,15.1626,7.9289,4843.56,0.48598,24.299,25.701,0.3,27.5597,24.0001,3.5597,3652.16,0.76923,-4.4682,1191.41,-0.28325,0.7577
1.05,2526.3,8288.0,0.9952,23.4833,15.6917,7.7916,4776.13,0.5012,25.0601,24.9399,0.3,27.6879,24.0831,3.6048,3669.14,0.76923,-4.2046,1106.99,-0.26803,0.6952
1.125,2526.3,8288.0,0.9327,23.8974,16.2589,7.6385,4708.1,0.51741,25.8705,24.1295,0.3,27.8246,24.1719,3.6527,3687.25,0.76923,-3.9272,1020.85,-0.25182,0.6327
1.2,2526.3,8288.0,0.8702,24.3346,16.868,7.4666,4639.2,0.5347,26.7351,23.2649,0.3,27.9697,24.2665,3.7031,3706.48,0.76923,-3.6351,932.72,-0.23453,0.5702
1.275,2526.3,8288.0,0.8077,24.7959,17.5233,7.2726,4569.16,0.55319,27.6595,22.3405,0.3,28.123,24.3668,3.7561,3726.8,0.76923,-3.3271,842.37,-0.21604,0.5077
1.35,2526.3,8288.0,0.7452,25.2824,18.2298,7.0526,4497.74,0.573,28.65,21.35,0.3,28.2843,24.4728,3.8115,3748.18,0.76923,-3.0019,749.56,-0.19623,0.4452
1.425,2526.3,8288.0,0.6827,25.7955,18.993,6.8025,4424.69,0.59428,29.7141,20.2859,0.3,28.4535,24.5843,3.8692,3770.6,0.76923,-2.658,654.09,-0.17495,0.3827
1.5,2526.3,8288.0,0.6202,26.3371,19.8195,6.5175,4349.78,0.61721,30.8604,19.1396,0.3,28.6304,24.7013,3.9291,3794.04,0.76923,-2.2933,555.74,-0.15202,0.3202
1.575,2526.3,8288.0,0.5577,26.909,20.7169,6.1921,4272.8,0.64197,32.0986,17.9014,0.3,28.8148,24.8236,3.9911,3818.47,0.76923,-1.9058,454.32,-0.12726,0.2577
